165836,1766,041455,0008,1635,020839,0004,72.00,165836,070326,140450,20,5,-5,000,00000
170336,4,4
170836,2,2
171336,1,0
171836,0,0
172336,0,0
172836,13,11
173336,2,0
173836,11,8
174336,15,7
174836,35,21
175336,12,4
175836,6,2
180336,12,7
180836,17,14
181336,19,47
181836,23,21
182336,22,22
182836,14,10
183336,18,15
183836,22,16
184336,20,21
184836,20,26
185336,19,27
185836,3,3
190336,0,0
190836,18,10
191336,17,9
191836,9,3
192336,21,14
192836,16,11
193336,10,4
193836,13,9
194336,7,4
194836,8,6
195336,16,14
195836,4,3
200336,1,1
200836,6,2
201336,17,16
201836,12,11
202336,9,6
202836,10,6
203336,10,7
203836,15,11
204336,15,24
204836,9,7
205336,5,3
205836,6,5
210336,5,3
210836,10,25
211336,12,6
211836,2,1
212336,2,0
212836,5,3
213336,4,0
213836,12,12
214336,12,13
214836,6,10
215336,8,5
215836,4,4
220336,0,0
220836,0,0
221336,4,1
221836,2,2
222336,10,5
222836,16,16
223336,18,13
223836,5,3
224336,6,2
224836,4,1
225336,8,6
225836,3,0
230336,14,10
230836,16,16
231336,11,7
231836,0,0
232336,0,0
232836,0,0
233336,4,2
233836,14,11
234336,6,7
234836,15,15
235336,6,2
235836,6,3
000336,1,1
000836,4,2
001336,0,0
001836,0,0
002336,0,0
002836,1,0
003336,0,0
003836,5,3
004336,3,2
004836,12,7
005336,9,4
005836,3,0
010336,0,0
010836,7,5
011336,7,6
011836,17,17
012336,9,22
012836,0,0
013336,4,2
013836,6,2
014336,0,0
014836,0,0
015336,0,0
015836,18,27
020336,20,33
020836,5,0
021336,14,12
021836,1,0
022336,0,0
022836,9,3
023336,3,0
023836,19,8
024336,10,5
024836,10,16
025336,4,0
025836,17,15
030336,4,1
030836,4,2
031336,13,15
031836,0,0
032336,2,1
032836,7,1
033336,6,3
033836,9,5
034336,18,14
034836,9,6
035336,10,8
035836,11,15
040336,18,17
040836,24,30
041336,15,16
041836,19,24
042336,21,39
042836,15,8
043336,21,22
043836,21,29
044336,17,22
044836,6,2
045336,23,24
045836,15,14
050336,7,8
050836,8,8
051336,12,12
051836,10,6
052336,8,3
052836,31,24
053336,20,32
053836,19,20
054336,16,20
054836,22,35
055336,14,15
055836,20,28
060336,27,27
060836,9,12
061336,28,31
061836,17,16
062336,9,7
062836,8,6
063336,12,12
063836,32,31
064336,15,8
064836,15,6
065336,29,45
065836,16,14
070326,22,21
