092550,562,011743,0008,639,011505,0007,64.00,092550,162025,065435,20,5,-5,001,00000
093050,2,1
093550,6,6
094050,2,2
094550,3,3
095050,0,0
095550,5,5
100050,2,2
100550,3,3
101050,5,5
101550,20,17
102050,6,7
102550,15,16
103050,17,23
103550,23,30
104050,6,7
104550,4,6
105050,4,3
105550,2,1
110050,0,0
110550,3,6
111050,14,14
111550,1,1
112050,0,0
112550,0,0
113050,3,3
113550,5,5
114050,6,5
114550,0,0
115050,2,2
115550,9,9
120050,3,2
120550,0,0
121050,0,0
121550,1,1
122050,5,5
122550,7,7
123050,7,7
123550,10,14
124050,11,10
124550,1,2
125050,1,1
125550,2,2
130050,1,1
130550,3,3
131050,17,25
131550,9,11
132050,8,17
132550,20,21
133050,27,30
133550,16,15
134050,24,27
134550,19,18
135050,17,22
135550,4,5
140050,12,11
140550,24,36
141050,7,8
141550,9,9
142050,7,9
142550,19,31
143050,6,8
143550,2,2
144050,11,9
144550,25,27
145050,10,11
145550,4,4
150050,11,8
150550,10,13
151050,6,6
151550,12,12
152050,1,1
152550,0,0
153050,1,2
153550,2,2
154050,0,0
154550,0,0
155050,0,0
155550,0,0
160050,0,0
160550,0,0
161050,0,0
161550,0,0
162025,2,2
