073810,676,013300,0008,461,025555,0022,71.00,073810,163610,085800,20,5,-5,003,00000
074310,5,2
074810,1,1
075310,0,0
075810,0,0
080310,0,0
080810,0,0
081310,0,0
081810,0,0
082310,0,0
082810,0,0
083310,0,0
083810,0,0
084310,0,0
084810,0,0
085310,0,0
085810,0,0
090310,0,0
090810,0,0
091310,0,0
091810,0,0
092310,0,0
092810,5,5
093310,11,6
093810,16,13
094310,22,9
094810,1,0
095310,1,0
095810,0,1
100310,14,6
100810,33,10
101310,8,4
101810,9,5
102310,13,13
102810,10,6
103310,6,4
103810,13,5
104310,19,13
104810,4,5
105310,0,0
105810,1,1
110310,1,1
110810,0,0
111310,0,0
111810,0,0
112310,0,0
112810,0,0
113310,0,0
113810,0,0
114310,0,0
114810,0,0
115310,0,0
115810,3,2
120310,1,1
120810,0,0
121310,0,0
121810,1,1
122310,7,7
122810,10,4
123310,5,7
123810,10,9
124310,5,6
124810,9,9
125310,17,9
125810,4,5
130310,1,1
130810,4,4
131310,0,0
131810,0,0
132310,2,1
132810,4,5
133310,13,10
133810,3,4
134310,9,5
134810,10,7
135310,5,3
135810,7,7
140310,19,14
140810,15,11
141310,17,15
141810,3,3
142310,3,4
142810,6,5
143310,10,6
143810,12,8
144310,7,4
144810,21,13
145310,13,7
145810,9,6
150310,12,7
150810,6,7
151310,7,9
151810,8,7
152310,10,7
152810,7,7
153310,7,7
153810,15,4
154310,27,14
154810,5,5
155310,11,7
155810,19,7
160310,12,7
160810,8,4
161310,14,9
161810,11,10
162310,11,8
162810,12,7
163310,12,12
163610,4,3
