120352,671,010224,0005,771,003747,0002,53.00,120352,201146,080754,20,5,-5,002,00000
120852,0,0
121352,5,6
121852,6,6
122352,5,4
122852,14,12
123352,9,9
123852,3,1
124352,14,13
124852,6,8
125352,6,6
125852,11,18
130352,5,6
130852,9,8
131352,0,0
131852,0,0
132352,0,0
132852,0,0
133352,0,0
133852,0,0
134352,0,0
134852,0,0
135352,0,0
135852,0,0
140352,0,0
140852,0,0
141352,0,0
141852,0,0
142352,0,0
142852,0,0
143352,0,0
143852,0,0
144352,0,0
144852,0,0
145352,0,0
145852,0,0
150352,0,0
150852,0,0
151352,0,0
151852,0,0
152352,0,0
152852,0,0
153352,2,2
153852,3,5
154352,22,17
154852,16,30
155352,13,18
155852,22,30
160352,19,28
160852,15,18
161352,3,4
161852,2,2
162352,17,11
162852,6,6
163352,16,14
163852,2,2
164352,0,0
164852,0,0
165352,10,12
165852,0,0
170352,0,0
170852,1,0
171352,10,12
171852,7,7
172352,7,9
172852,14,14
173352,16,22
173852,4,4
174352,4,6
174852,9,10
175352,7,8
175852,2,2
180352,0,0
180852,1,1
181352,3,2
181852,0,0
182352,4,6
182852,16,16
183352,33,33
183852,27,28
184352,20,27
184852,20,31
185352,26,30
185852,15,20
190352,11,13
190852,16,16
191352,12,9
191852,13,24
192352,31,37
192852,21,37
193352,11,7
193852,4,2
194352,7,6
194852,3,2
195352,1,1
195852,5,6
200352,15,8
200852,13,18
201146,1,1
