105723,824,015734,0008,1068,014309,0005,63.00,105723,164235,054512,20,5,-5
110223,8,5
110723,6,9
111223,31,48
111723,25,25
112223,26,33
112723,31,40
113223,24,31
113723,13,11
114223,5,4
114723,18,18
115223,31,32
115723,21,18
120223,22,24
120723,9,13
121223,1,1
121723,0,0
122223,0,0
122723,0,0
123223,0,0
123723,0,0
124223,0,0
124723,0,0
125223,0,0
125723,6,6
130223,14,12
130723,12,14
131223,32,53
131723,14,15
132223,1,1
132723,20,32
133223,20,31
133723,13,17
134223,15,29
134723,28,42
135223,11,17
135723,13,19
140223,9,12
140723,2,2
141223,8,8
141723,2,2
142223,0,0
142723,5,4
143223,7,5
143723,8,10
144223,10,9
144723,0,0
145223,12,9
145723,2,3
150223,0,0
150723,2,2
151223,12,13
151723,10,7
152223,33,25
152723,22,28
153223,18,26
153723,17,34
154223,24,49
154723,18,25
155223,10,12
155723,12,23
160223,14,28
160723,7,6
161223,10,13
161723,12,23
162223,18,18
162723,18,39
163223,18,20
163723,9,9
164223,4,4
164235,1,0
