153819,998,040555,0014,1088,031652,0010,77.00,153819,095359,181540,20,5,-5
154319,6,4
154819,0,0
155319,0,0
155819,1,1
160319,5,8
160819,8,9
161319,2,2
161819,6,5
162319,0,0
162819,0,0
163319,0,0
163819,0,0
164319,1,0
164819,2,3
165319,0,0
165819,4,5
170319,0,0
170819,0,0
171319,0,0
171819,0,0
172319,5,5
172819,0,0
173319,0,0
173819,9,9
174319,0,0
174819,9,7
175319,14,13
175819,14,14
180319,12,14
180819,21,23
181319,23,24
181819,3,2
182319,9,7
182819,13,12
183319,7,8
183819,1,1
184319,1,2
184819,1,2
185319,0,0
185819,4,3
190319,0,0
190819,4,8
191319,2,2
191819,9,7
192319,30,26
192819,19,20
193319,30,32
193819,20,31
194319,16,16
194819,24,14
195319,19,15
195819,20,15
200319,18,20
200819,33,31
201319,11,13
201819,5,5
202319,3,3
202819,7,7
203319,2,2
203819,0,0
204319,3,2
204819,2,3
205319,20,30
205819,2,2
210319,4,3
210819,0,0
211319,3,3
211819,4,4
212319,3,2
212819,10,11
213319,7,7
213819,6,5
214319,2,2
214819,7,7
215319,0,0
215819,0,0
220319,2,3
220819,4,5
221319,4,4
221819,1,1
222319,1,0
222819,0,0
223319,3,2
223819,2,2
224319,2,2
224819,3,3
225319,1,1
225819,2,2
230319,11,9
230819,16,17
231319,17,17
231819,9,6
232319,12,8
232819,7,6
233319,20,18
233819,9,11
234319,18,16
234819,13,12
235319,8,2
235819,4,6
000319,1,2
000819,7,6
001319,1,1
001819,2,2
002319,0,0
002819,0,0
003319,11,18
003819,14,19
004319,0,0
004819,0,0
005319,0,0
005819,0,0
010319,0,0
010819,0,0
011319,0,0
011819,0,0
012319,1,1
012819,2,2
013319,0,0
013819,0,0
014319,4,5
014819,2,3
015319,0,2
015819,0,0
020319,0,0
020819,0,0
021319,0,0
021819,0,0
022319,0,0
022819,0,0
023319,9,83
023819,14,11
024319,14,5
024819,8,6
025319,10,14
025819,0,0
030319,0,0
030819,0,0
031319,0,0
031819,0,0
032319,0,0
032819,0,0
033319,0,0
033819,0,0
034319,0,0
034819,0,0
035319,0,0
035819,0,0
040319,0,0
040819,0,0
041319,0,0
041819,0,0
042319,0,0
042819,0,0
043319,0,0
043819,0,0
044319,0,0
044819,0,0
045319,0,0
045819,3,44
050319,0,0
050819,11,8
051319,11,6
051819,9,3
052319,6,2
052819,12,10
053319,12,7
053819,6,12
054319,8,9
054819,8,6
055319,0,0
055819,0,0
060319,0,0
060819,0,0
061319,3,4
061819,2,2
062319,9,7
062819,6,6
063319,9,13
063819,0,0
064319,11,8
064819,3,4
065319,9,10
065819,4,4
070319,4,5
070819,6,6
071319,3,2
071819,2,2
072319,3,2
072819,4,6
073319,0,0
073819,0,0
074319,1,0
074819,2,3
075319,0,0
075819,1,0
080319,3,3
080819,3,3
081319,0,0
081819,8,9
082319,0,0
082819,0,0
083319,0,0
083819,0,0
084319,0,0
084819,2,3
085319,2,1
085819,4,2
090319,3,6
090819,4,1
091319,0,0
091819,0,0
092319,6,5
092819,0,0
093319,0,0
093819,0,0
094319,0,0
094819,0,0
095319,0,0
095359,0,0
